word1,word2
athletics,जिमनास्टिक्स
athletics,अश्वारोहण
athletics,तैराकी
athletics,स्काउट
athletics,रेसिंग
athletics,धनुर्विद्या
athletics,आर्करी
athletics,तीरंदाजी
athletics,जूडो
athletics,जुडो
athletics,बढ़ाव
athletics,स्केटिंग
athletics,स्कीबाज़ी
athletics,स्कीइंग
athletics,रोइंग
athletics,पेंटाथलान
athletics,डोपिंग
athletics,पैराशूटिंग
athletics,हॉकी
athletics,बेसबॉल
athletics,बैडमिंटन
athletics,कुश्ती
athletics,सॉफ्टबॉल
athletics,कर्लिंग
athletics,पर्वतारोहण
athletics,सूमो
athletics,नौका
athletics,डेकाथलान
athletics,स्की
athletics,अंपायर
athletics,ड्रेसाज
athletics,मोटरस्पोर्ट
athletics,धीरज
athletics,टेनिस
athletics,डाइविंग
athletics,जूनियर
athletics,हैंडबॉल
athletics,ट्रेम्स्लाइनिंग
athletics,स्प्रिंट
athletics,साहस
food,दही
food,उत्पादन
food,नारियल
food,पास्ता
food,बचा
food,कूड़ा
food,मांस
food,मक्खन
food,चीज़
food,पनीर
food,सीफ़ूड
food,मछली
food,चॉकलेट
food,सूप
food,अण्डा
food,अंडे
food,अंडा
food,मुँह
food,मुंह
food,सॉसेज
food,गुलमा
food,रैगू
food,ब्रंच
food,कसावा
food,पकवान
food,चटनी
food,सॉस
food,पाचन
food,मेनू
food,तीखापन
food,केक
food,अकाल
food,पास्तुरीकरण
food,चारा
food,सुशि
food,घूस
food,भोजन
food,खाद्यान्न
food,अनाज
food,आटा
food,प्यूरी
food,अमृत
food,चोकर
food,मधु
food,शहद
food,रेस्टोरेंट
food,रेस्तरां
food,गेहूं
food,गेहूँ
food,सुपरमार्केट
food,भुखमरी
emotion,डर
emotion,प्यार
emotion,लव
emotion,चिंता
emotion,घृणा
emotion,नफरत
emotion,क्रोध
emotion,खुशी
emotion,स्वीकृति
emotion,संतोष
emotion,आनन्द
emotion,हँसी
emotion,सहानुभूति
emotion,हेयता
emotion,पश्चाताप
emotion,आतंक
emotion,शक
emotion,ईर्ष्या
emotion,प्रशंसा
emotion,हताशा
emotion,प्रभावित
emotion,अफसोस
emotion,दया
emotion,हिम्मत
emotion,साहस
emotion,उत्साह
emotion,युफ़ोरिया
emotion,प्यास
fish,अंगुलिक
